Enter value for shuffling:Iterator=1, queue=1, depth=0
Iterator=820, queue=637, depth=799
Iterator=821, queue=638, depth=800
Iterator=822, queue=640, depth=801
Iterator=823, queue=641, depth=802
Iterator=824, queue=641, depth=803
Iterator=825, queue=642, depth=804
Iterator=826, queue=642, depth=805
Iterator=827, queue=643, depth=806
Iterator=828, queue=645, depth=807
Iterator=829, queue=646, depth=808
Iterator=830, queue=646, depth=809
Iterator=831, queue=647, depth=810
Iterator=832, queue=647, depth=811
Iterator=833, queue=648, depth=812
Iterator=834, queue=650, depth=813
Iterator=835, queue=651, depth=814
Iterator=836, queue=651, depth=815
Iterator=837, queue=652, depth=816
Iterator=838, queue=652, depth=817
Iterator=839, queue=653, depth=818
Iterator=840, queue=655, depth=819
Iterator=841, queue=656, depth=820
Iterator=842, queue=656, depth=821
Iterator=843, queue=657, depth=822
Iterator=844, queue=657, depth=823
Iterator=845, queue=658, depth=824
Iterator=846, queue=660, depth=825
Iterator=847, queue=661, depth=826
Iterator=848, queue=661, depth=827
Iterator=849, queue=661, depth=828
Iterator=850, queue=663, depth=829
Iterator=851, queue=664, depth=830
Iterator=852, queue=664, depth=831
Iterator=853, queue=665, depth=832
Iterator=854, queue=665, depth=833
Iterator=855, queue=666, depth=834
Iterator=856, queue=668, depth=835
Iterator=857, queue=669, depth=836
Iterator=858, queue=669, depth=837
Iterator=859, queue=670, depth=838
Iterator=860, queue=670, depth=839
Iterator=861, queue=671, depth=840
Iterator=862, queue=673, depth=841
Iterator=863, queue=674, depth=842
Iterator=864, queue=673, depth=842
Iterator=865, queue=673, depth=843
Iterator=866, queue=674, depth=844
Iterator=867, queue=674, depth=845
Iterator=868, queue=675, depth=846
Iterator=869, queue=677, depth=847
Iterator=870, queue=678, depth=848
Iterator=871, queue=678, depth=849
Iterator=872, queue=679, depth=850
Iterator=873, queue=679, depth=851
Iterator=874, queue=680, depth=852
Iterator=875, queue=682, depth=853
Iterator=876, queue=683, depth=854
Iterator=877, queue=683, depth=855
Iterator=878, queue=684, depth=856
Iterator=879, queue=684, depth=857
Iterator=880, queue=685, depth=858
Iterator=881, queue=687, depth=859
Iterator=882, queue=688, depth=860
Iterator=883, queue=688, depth=861
Iterator=884, queue=689, depth=862
Iterator=885, queue=689, depth=863
Iterator=886, queue=690, depth=864
Iterator=887, queue=692, depth=865
Iterator=888, queue=693, depth=866
Iterator=889, queue=693, depth=867
Iterator=890, queue=694, depth=868
Iterator=891, queue=694, depth=869
Iterator=892, queue=695, depth=870
Iterator=893, queue=697, depth=871
Iterator=894, queue=698, depth=872
Iterator=895, queue=698, depth=873
Iterator=896, queue=698, depth=874
Iterator=897, queue=700, depth=875
Iterator=898, queue=701, depth=876
Iterator=899, queue=701, depth=877
Iterator=900, queue=702, depth=878
Iterator=901, queue=702, depth=879
Iterator=902, queue=703, depth=880
Iterator=903, queue=705, depth=881
Iterator=904, queue=706, depth=882
Iterator=905, queue=706, depth=883
Iterator=906, queue=707, depth=884
Iterator=907, queue=707, depth=885
Iterator=908, queue=708, depth=886
Iterator=909, queue=710, depth=887
Iterator=910, queue=711, depth=888
Iterator=911, queue=710, depth=888
Iterator=912, queue=710, depth=889
Iterator=913, queue=711, depth=890
Iterator=914, queue=711, depth=891
Iterator=915, queue=712, depth=892
Iterator=916, queue=714, depth=893
Iterator=917, queue=715, depth=894
Iterator=918, queue=715, depth=895
Iterator=919, queue=716, depth=896
Iterator=920, queue=716, depth=897
Iterator=921, queue=717, depth=898
Iterator=922, queue=719, depth=899
Iterator=923, queue=720, depth=900
Iterator=924, queue=720, depth=901
Iterator=925, queue=721, depth=902
Iterator=926, queue=721, depth=903
Iterator=927, queue=722, depth=904
Iterator=928, queue=724, depth=905
Iterator=929, queue=725, depth=906
Iterator=930, queue=725, depth=907
Iterator=931, queue=726, depth=908
Iterator=932, queue=726, depth=909
Iterator=933, queue=727, depth=910
Iterator=934, queue=729, depth=911
Iterator=935, queue=730, depth=912
Iterator=936, queue=730, depth=913
Iterator=937, queue=731, depth=914
Iterator=938, queue=731, depth=915
Iterator=939, queue=732, depth=916
Iterator=940, queue=734, depth=917
Iterator=941, queue=735, depth=918
Iterator=942, queue=735, depth=919
Iterator=943, queue=735, depth=920
Iterator=944, queue=737, depth=921
Iterator=945, queue=738, depth=922
Iterator=946, queue=738, depth=923
Iterator=947, queue=739, depth=924
Iterator=948, queue=739, depth=925
Iterator=949, queue=740, depth=926
Iterator=950, queue=742, depth=927
Iterator=951, queue=743, depth=928
Iterator=952, queue=743, depth=929
Iterator=953, queue=744, depth=930
Iterator=954, queue=744, depth=931
Iterator=955, queue=745, depth=932
Iterator=956, queue=747, depth=933
Iterator=957, queue=748, depth=934
Iterator=958, queue=747, depth=934
Iterator=959, queue=747, depth=935
Iterator=960, queue=748, depth=936
Iterator=961, queue=748, depth=937
Iterator=962, queue=749, depth=938
Iterator=963, queue=751, depth=939
Iterator=964, queue=752, depth=940
Iterator=965, queue=752, depth=941
Iterator=966, queue=753, depth=942
Iterator=967, queue=753, depth=943
Iterator=968, queue=754, depth=944
Iterator=969, queue=756, depth=945
Iterator=970, queue=757, depth=946
Iterator=971, queue=757, depth=947
Iterator=972, queue=758, depth=948
Iterator=973, queue=758, depth=949
Iterator=974, queue=759, depth=950
Iterator=975, queue=761, depth=951
Iterator=976, queue=762, depth=952
Iterator=977, queue=762, depth=953
Iterator=978, queue=763, depth=954
Iterator=979, queue=763, depth=955
Iterator=980, queue=764, depth=956
Iterator=981, queue=766, depth=957
Iterator=982, queue=767, depth=958
Iterator=983, queue=767, depth=959
Iterator=984, queue=768, depth=960
Iterator=985, queue=768, depth=961
Iterator=986, queue=769, depth=962
Iterator=987, queue=771, depth=963
Iterator=988, queue=772, depth=964
Iterator=989, queue=772, depth=965
Iterator=990, queue=772, depth=966
Iterator=991, queue=774, depth=967
Iterator=992, queue=775, depth=968
Iterator=993, queue=775, depth=969
Iterator=994, queue=776, depth=970
Iterator=995, queue=776, depth=971
Iterator=996, queue=777, depth=972
Iterator=997, queue=779, depth=973
Iterator=998, queue=780, depth=974
Iterator=999, queue=780, depth=975
Iterator=1000, queue=781, depth=976
Iterator=1001, queue=781, depth=977
Iterator=1002, queue=782, depth=978
Iterator=1003, queue=784, depth=979
Iterator=1004, queue=785, depth=980
Iterator=1005, queue=784, depth=980
Iterator=1006, queue=784, depth=981
Iterator=1007, queue=785, depth=982
Iterator=1008, queue=785, depth=983
Iterator=1009, queue=786, depth=984
Iterator=1010, queue=788, depth=985
Iterator=1011, queue=789, depth=986
Iterator=1012, queue=788, depth=986
Iterator=1013, queue=788, depth=987
Iterator=1014, queue=789, depth=988
Iterator=1015, queue=789, depth=989
Iterator=1016, queue=790, depth=990
Iterator=1017, queue=792, depth=991
Iterator=1018, queue=793, depth=992
Iterator=1019, queue=793, depth=993
Iterator=1020, queue=794, depth=994
Iterator=1021, queue=794, depth=995
Iterator=1022, queue=795, depth=996
Iterator=1023, queue=797, depth=997
Iterator=1024, queue=798, depth=998
Iterator=1025, queue=798, depth=999
Iterator=1026, queue=799, depth=1000
Iterator=1027, queue=799, depth=1001
Iterator=1028, queue=800, depth=1002
Iterator=1029, queue=802, depth=1003
Iterator=1030, queue=803, depth=1004
Iterator=1031, queue=803, depth=1005
Iterator=1032, queue=804, depth=1006
Iterator=1033, queue=804, depth=1007
Iterator=1034, queue=805, depth=1008
Iterator=1035, queue=807, depth=1009
Iterator=1036, queue=808, depth=1010
Iterator=1037, queue=808, depth=1011
Iterator=1038, queue=809, depth=1012
Iterator=1039, queue=809, depth=1013
Iterator=1040, queue=810, depth=1014
Iterator=1041, queue=812, depth=1015
Iterator=1042, queue=813, depth=1016
Iterator=1043, queue=813, depth=1017
Iterator=1044, queue=813, depth=1018
Iterator=1045, queue=815, depth=1019
Iterator=1046, queue=816, depth=1020
Iterator=1047, queue=816, depth=1021
Iterator=1048, queue=817, depth=1022
Iterator=1049, queue=817, depth=1023
Iterator=1050, queue=818, depth=1024
Iterator=1051, queue=820, depth=1025
Iterator=1052, queue=821, depth=1026
Iterator=1053, queue=821, depth=1027
Iterator=1054, queue=822, depth=1028
Iterator=1055, queue=822, depth=1029
Iterator=1056, queue=823, depth=1030
Iterator=1057, queue=825, depth=1031
Iterator=1058, queue=826, depth=1032
Iterator=1059, queue=825, depth=1032
Iterator=1060, queue=825, depth=1033
Iterator=1061, queue=826, depth=1034
Iterator=1062, queue=826, depth=1035
Iterator=1063, queue=827, depth=1036
Iterator=1064, queue=829, depth=1037
Iterator=1065, queue=830, depth=1038
Iterator=1066, queue=830, depth=1039
Iterator=1067, queue=831, depth=1040
Iterator=1068, queue=831, depth=1041
Iterator=1069, queue=832, depth=1042
Iterator=1070, queue=834, depth=1043
Iterator=1071, queue=835, depth=1044
Iterator=1072, queue=835, depth=1045
Iterator=1073, queue=836, depth=1046
Iterator=1074, queue=836, depth=1047
Iterator=1075, queue=837, depth=1048
Iterator=1076, queue=839, depth=1049
Iterator=1077, queue=840, depth=1050
Iterator=1078, queue=840, depth=1051
Iterator=1079, queue=841, depth=1052
Iterator=1080, queue=841, depth=1053
Iterator=1081, queue=842, depth=1054
Iterator=1082, queue=844, depth=1055
Iterator=1083, queue=845, depth=1056
Iterator=1084, queue=845, depth=1057
Iterator=1085, queue=846, depth=1058
Iterator=1086, queue=846, depth=1059
Iterator=1087, queue=847, depth=1060
Iterator=1088, queue=849, depth=1061
Iterator=1089, queue=850, depth=1062
Iterator=1090, queue=850, depth=1063
Iterator=1091, queue=850, depth=1064
Iterator=1092, queue=852, depth=1065
Iterator=1093, queue=853, depth=1066
Iterator=1094, queue=853, depth=1067
Iterator=1095, queue=854, depth=1068
Iterator=1096, queue=854, depth=1069
Iterator=1097, queue=855, depth=1070
Iterator=1098, queue=857, depth=1071
Iterator=1099, queue=858, depth=1072
Iterator=1100, queue=858, depth=1073
Iterator=1101, queue=859, depth=1074
Iterator=1102, queue=859, depth=1075
Iterator=1103, queue=860, depth=1076
Iterator=1104, queue=862, depth=1077
Iterator=1105, queue=863, depth=1078
Iterator=1106, queue=862, depth=1078
Iterator=1107, queue=862, depth=1079
Iterator=1108, queue=863, depth=1080
Iterator=1109, queue=863, depth=1081
Iterator=1110, queue=864, depth=1082
Iterator=1111, queue=866, depth=1083
Iterator=1112, queue=867, depth=1084
Iterator=1113, queue=867, depth=1085
Iterator=1114, queue=868, depth=1086
Iterator=1115, queue=868, depth=1087
Iterator=1116, queue=869, depth=1088
Iterator=1117, queue=871, depth=1089
Iterator=1118, queue=872, depth=1090
Iterator=1119, queue=872, depth=1091
Iterator=1120, queue=873, depth=1092
Iterator=1121, queue=873, depth=1093
Iterator=1122, queue=874, depth=1094
Iterator=1123, queue=876, depth=1095
Iterator=1124, queue=877, depth=1096
Iterator=1125, queue=877, depth=1097
Iterator=1126, queue=878, depth=1098
Iterator=1127, queue=878, depth=1099
Iterator=1128, queue=879, depth=1100
Iterator=1129, queue=881, depth=1101
Iterator=1130, queue=882, depth=1102
Iterator=1131, queue=882, depth=1103
Iterator=1132, queue=883, depth=1104
Iterator=1133, queue=883, depth=1105
Iterator=1134, queue=884, depth=1106
Iterator=1135, queue=886, depth=1107
Iterator=1136, queue=887, depth=1108
Iterator=1137, queue=887, depth=1109
Iterator=1138, queue=887, depth=1110
Iterator=1139, queue=889, depth=1111
Iterator=1140, queue=890, depth=1112
Iterator=1141, queue=890, depth=1113
Iterator=1142, queue=891, depth=1114
Iterator=1143, queue=891, depth=1115
Iterator=1144, queue=892, depth=1116
Iterator=1145, queue=894, depth=1117
Iterator=1146, queue=895, depth=1118
Iterator=1147, queue=895, depth=1119
Iterator=1148, queue=896, depth=1120
Iterator=1149, queue=896, depth=1121
Iterator=1150, queue=897, depth=1122
Iterator=1151, queue=899, depth=1123
Iterator=1152, queue=900, depth=1124
Iterator=1153, queue=899, depth=1124
Iterator=1154, queue=899, depth=1125
Iterator=1155, queue=899, depth=1126
Iterator=1156, queue=901, depth=1127
Iterator=1157, queue=902, depth=1128
Iterator=1158, queue=902, depth=1129
Iterator=1159, queue=903, depth=1130
Iterator=1160, queue=903, depth=1131
Iterator=1161, queue=904, depth=1132
Iterator=1162, queue=906, depth=1133
Iterator=1163, queue=907, depth=1134
Iterator=1164, queue=907, depth=1135
Iterator=1165, queue=908, depth=1136
Iterator=1166, queue=908, depth=1137
Iterator=1167, queue=909, depth=1138
Iterator=1168, queue=911, depth=1139
Iterator=1169, queue=912, depth=1140
Iterator=1170, queue=912, depth=1141
Iterator=1171, queue=913, depth=1142
Iterator=1172, queue=913, depth=1143
Iterator=1173, queue=914, depth=1144
Iterator=1174, queue=916, depth=1145
Iterator=1175, queue=917, depth=1146
Iterator=1176, queue=917, depth=1147
Iterator=1177, queue=918, depth=1148
Iterator=1178, queue=918, depth=1149
Iterator=1179, queue=919, depth=1150
Iterator=1180, queue=921, depth=1151
Iterator=1181, queue=922, depth=1152
Iterator=1182, queue=922, depth=1153
Iterator=1183, queue=923, depth=1154
Iterator=1184, queue=922, depth=1154
Iterator=1185, queue=924, depth=1155
Iterator=1186, queue=925, depth=1156
Iterator=1187, queue=925, depth=1157
Iterator=1188, queue=926, depth=1158
Iterator=1189, queue=926, depth=1159
Iterator=1190, queue=927, depth=1160
Iterator=1191, queue=929, depth=1161
Iterator=1192, queue=930, depth=1162
Iterator=1193, queue=930, depth=1163
Iterator=1194, queue=931, depth=1164
Iterator=1195, queue=931, depth=1165
Iterator=1196, queue=932, depth=1166
Iterator=1197, queue=934, depth=1167
Iterator=1198, queue=935, depth=1168
Iterator=1199, queue=934, depth=1168
Iterator=1200, queue=934, depth=1169
Iterator=1201, queue=935, depth=1170
Iterator=1202, queue=935, depth=1171
Iterator=1203, queue=936, depth=1172
Iterator=1204, queue=938, depth=1173
Iterator=1205, queue=939, depth=1174
Iterator=1206, queue=939, depth=1175
Iterator=1207, queue=940, depth=1176
Iterator=1208, queue=940, depth=1177
Iterator=1209, queue=941, depth=1178
Iterator=1210, queue=943, depth=1179
Iterator=1211, queue=944, depth=1180
Iterator=1212, queue=944, depth=1181
Iterator=1213, queue=945, depth=1182
Iterator=1214, queue=945, depth=1183
Iterator=1215, queue=946, depth=1184
Iterator=1216, queue=948, depth=1185
Iterator=1217, queue=949, depth=1186
Iterator=1218, queue=949, depth=1187
Iterator=1219, queue=950, depth=1188
Iterator=1220, queue=950, depth=1189
Iterator=1221, queue=951, depth=1190
Iterator=1222, queue=953, depth=1191
Iterator=1223, queue=954, depth=1192
Iterator=1224, queue=954, depth=1193
Iterator=1225, queue=955, depth=1194
Iterator=1226, queue=955, depth=1195
Iterator=1227, queue=956, depth=1196
Iterator=1228, queue=958, depth=1197
Iterator=1229, queue=959, depth=1198
Iterator=1230, queue=959, depth=1199
Iterator=1231, queue=959, depth=1200
Iterator=1232, queue=961, depth=1201
Iterator=1233, queue=962, depth=1202
Iterator=1234, queue=962, depth=1203
Iterator=1235, queue=963, depth=1204
Iterator=1236, queue=963, depth=1205
Iterator=1237, queue=964, depth=1206
Iterator=1238, queue=966, depth=1207
Iterator=1239, queue=967, depth=1208
Iterator=1240, queue=967, depth=1209
Iterator=1241, queue=968, depth=1210
Iterator=1242, queue=968, depth=1211
Iterator=1243, queue=969, depth=1212
Iterator=1244, queue=971, depth=1213
Iterator=1245, queue=972, depth=1214
Iterator=1246, queue=971, depth=1214
Iterator=1247, queue=971, depth=1215
Iterator=1248, queue=972, depth=1216
Iterator=1249, queue=972, depth=1217
Iterator=1250, queue=973, depth=1218
Iterator=1251, queue=975, depth=1219
Iterator=1252, queue=976, depth=1220
Iterator=1253, queue=976, depth=1221
Iterator=1254, queue=977, depth=1222
Iterator=1255, queue=977, depth=1223
Iterator=1256, queue=978, depth=1224
Iterator=1257, queue=980, depth=1225
Iterator=1258, queue=981, depth=1226
Iterator=1259, queue=981, depth=1227
Iterator=1260, queue=982, depth=1228
Iterator=1261, queue=982, depth=1229
Iterator=1262, queue=983, depth=1230
Iterator=1263, queue=985, depth=1231
Iterator=1264, queue=986, depth=1232
Iterator=1265, queue=986, depth=1233
Iterator=1266, queue=987, depth=1234
Iterator=1267, queue=987, depth=1235
Iterator=1268, queue=988, depth=1236
Iterator=1269, queue=990, depth=1237
Iterator=1270, queue=991, depth=1238
Iterator=1271, queue=991, depth=1239
Iterator=1272, queue=992, depth=1240
Iterator=1273, queue=992, depth=1241
Iterator=1274, queue=993, depth=1242
Iterator=1275, queue=995, depth=1243
Iterator=1276, queue=996, depth=1244
Iterator=1277, queue=996, depth=1245
Iterator=1278, queue=996, depth=1246
Iterator=1279, queue=998, depth=1247
Iterator=1280, queue=999, depth=1248
